,1
GENE_1207,2.9853820458618756
GENE_1455,2.9786506751087027
GENE_50,2.935044392843228
GENE_405,2.9019513032775937
GENE_917,2.8895922770698363
GENE_1057,2.8788195572405932
GENE_2019,2.84793736983011
GENE_2392,2.8463854111031788
GENE_2124,2.8427272026655084
GENE_2038,2.7621456373252022
GENE_526,2.7546572115562964
GENE_748,2.692637999180301
GENE_1410,2.6919539162258204
GENE_975,2.6898493999815716
GENE_1138,2.685124707213774
GENE_104,2.6659566982728093
GENE_437,2.6269443800237626
GENE_1633,2.6224042474265192
GENE_481,2.6066102868743073
GENE_691,2.491640521136944
GENE_1341,2.469511834745884
GENE_1173,2.449342335054128
GENE_1853,2.41066964029256
GENE_1047,2.388663570514185
GENE_163,2.37498314932075
GENE_2690,2.3709394104355246
GENE_1541,2.3540159379713947
GENE_2866,2.317449755395903
GENE_2890,2.3045815986297744
GENE_2198,2.2926508375905006
GENE_1978,2.2343379932910676
GENE_1657,2.212882428703875
GENE_1891,2.1199557760694696
GENE_1760,2.1111628305546755
GENE_2278,2.1008166318068495
GENE_2768,2.1003212547311176
GENE_363,2.0605785033850674
GENE_2975,2.0490178680571334
GENE_2125,1.9406587370147963
GENE_1364,1.9167485800400192
GENE_173,1.8593017892040067
GENE_2994,1.8546260707513194
GENE_733,1.8075843215958056
GENE_205,1.7965268365145748
GENE_1577,1.776031319624393
GENE_1690,1.747160218520869
GENE_2398,1.6979601888074023
GENE_2454,1.685420973218956
GENE_461,1.6673492963158003
GENE_1588,1.590738079102988
GENE_2795,0.1505625081530948
GENE_845,0.14935763216364173
GENE_2341,0.1465628765308859
GENE_1402,0.13876438581614783
GENE_2872,0.1377507764925458
GENE_1566,0.1346552246742574
GENE_488,0.13079679033949165
GENE_959,0.12729376661913328
GENE_186,0.12591816943381517
GENE_464,0.1238799770800111
GENE_2141,0.12332698181894436
GENE_1839,0.1232553111577711
GENE_1050,0.11865348779718926
GENE_855,0.11858080185323003
GENE_2808,0.11793747771479744
GENE_1400,0.11696055062248001
GENE_1065,0.11563626439168836
GENE_2763,0.11487876820382936
GENE_980,0.11478781022860007
GENE_1793,0.11428489411627614
GENE_1480,0.11100811654146053
GENE_443,0.11061354126925141
GENE_6,0.11056050325096424
GENE_1564,0.11032032992015378
GENE_1533,0.10989664841266028
GENE_1804,0.10966152051070013
GENE_1266,0.10948444919526724
GENE_2524,0.10775627445906685
GENE_2839,0.10772146813349828
GENE_1725,0.10761867652242096
GENE_2499,0.10760821858583833
GENE_57,0.10724356687054307
GENE_1724,0.10707836734946811
GENE_1708,0.10671303702164059
GENE_384,0.10669335616350836
GENE_2798,0.10669011734129677
GENE_1398,0.10661188503027802
GENE_257,0.10583220989705991
GENE_732,0.10575964034476319
GENE_1354,0.10541451264672191
GENE_2847,0.10537939023425634
GENE_2578,0.10490357760086674
GENE_1865,0.10482590476965822
GENE_1392,0.10446584191388944
GENE_912,0.10412561219043256
GENE_2489,0.10382643531787146
GENE_1640,0.10376287745396412
GENE_1796,0.10296591209440742
GENE_256,0.1024882175955115
GENE_122,0.10246413010519503
GENE_2269,0.10191972552118082
GENE_1415,0.1018990746566143
GENE_2379,0.10178569343033553
GENE_143,0.1013920694624868
GENE_2965,0.10030765488899449
GENE_2861,0.09915320614857033
GENE_1990,0.09870063718913963
GENE_2365,0.098613285446054
GENE_297,0.09859392449861322
GENE_2641,0.09792354735634598
GENE_1478,0.0976248836838142
GENE_797,0.09658144421065983
GENE_1729,0.09560224537252185
GENE_1986,0.09496825526269348
GENE_2939,0.0945920433371922
GENE_966,0.09375350201654283
GENE_2411,0.09366041485789645
GENE_2954,0.09341959589554405
GENE_1335,0.09312518163521796
GENE_2216,0.09285356094748969
GENE_554,0.09274924128124357
GENE_2193,0.09251696079939947
GENE_1385,0.09174709664292505
GENE_2476,0.0905097368059571
GENE_1350,0.09050098806500188
GENE_1576,0.09018195132117439
GENE_2792,0.09016764510422656
GENE_1080,0.08960192491541763
GENE_1337,0.08955017339539179
GENE_2560,0.08928700863520085
GENE_215,0.0892544664069358
GENE_577,0.08874464907759416
GENE_2043,0.08847861483353461
GENE_1591,0.0884456964976034
GENE_1419,0.08820671930441251
GENE_221,0.08791779748333592
GENE_117,0.08718124016795244
GENE_204,0.08676581930962851
GENE_1552,0.08639023484469277
GENE_1527,0.08574125111411712
GENE_2784,0.08560185955316732
GENE_529,0.08541867371602808
GENE_1890,0.08518087636214262
GENE_2378,0.08494585935019948
GENE_366,0.0847374881911348
GENE_1537,0.08462497491012277
GENE_1754,0.0844713542973207
GENE_2209,0.08444528907651355
GENE_370,0.08434256519587363
GENE_2770,0.08418640927486161
GENE_1807,0.08398101402837228
GENE_2862,0.08358825846472426
GENE_2307,0.08357143787715843
GENE_1832,0.08315576539077914
GENE_1380,0.08301111359465446
GENE_1444,0.08300081351751096
GENE_2874,0.08291952902486438
GENE_2189,0.08273392182146469
GENE_2217,0.08249916760284716
GENE_353,0.08249352273373604
GENE_2431,0.08248515789091106
GENE_125,0.0819051966047419
GENE_1643,0.08166229635234992
GENE_108,0.08157300482464228
GENE_2121,0.08153090712349328
GENE_992,0.08137845017461655
GENE_14,0.08121780492281466
GENE_1208,0.0808799863148068
GENE_2859,0.08043844863981374
GENE_2650,0.08012505515693377
GENE_1387,0.08007404978639573
GENE_1405,0.07975608883039138
GENE_2120,0.07970985031691898
GENE_847,0.07957536477572742
GENE_2843,0.0792613287989611
GENE_2239,0.07917970523579808
GENE_777,0.07900981194007564
GENE_1233,0.07891669216770147
GENE_2063,0.07819628338019574
GENE_462,0.07815013103045847
GENE_2736,0.07777945436959333
GENE_914,0.0774180398023444
GENE_2731,0.07725877271148374
GENE_2530,0.07716739885142188
GENE_2032,0.07703459619334871
GENE_1078,0.07697551489661789
GENE_2525,0.07688105791028302
GENE_548,0.07670608205266097
GENE_1383,0.07661035122792433
GENE_2894,0.07659877303654967
GENE_1345,0.0764141561377553
GENE_1477,0.0764105680909824
GENE_993,0.07617383814308717
GENE_801,0.07607094877088669
GENE_1092,0.07606753969191346
GENE_952,0.07585584183832175
GENE_2717,0.07549912556851329
GENE_2509,0.07537338117972416
GENE_2880,0.07536696165914736
GENE_1563,0.07506258186684525
GENE_983,0.07500041798567549
GENE_930,0.07494357170675714
GENE_2016,0.07468544583445363
GENE_2463,0.07462490604995088
GENE_2610,0.07453054261367235
GENE_2535,0.07442960359876366
GENE_2136,0.0744017364393535
GENE_1652,0.07411621289926573
GENE_2200,0.07406084228803958
GENE_1194,0.07392882370302792
GENE_618,0.07364338813186269
GENE_1811,0.0733171179845026
GENE_741,0.07296143141969816
GENE_939,0.07289239016902291
GENE_1363,0.07289009879166006
GENE_1297,0.07270248721053277
GENE_1129,0.07258555360589207
GENE_2370,0.07202402443563077
GENE_624,0.07197059201007536
GENE_2028,0.07192504984651868
GENE_552,0.07192099955845985
GENE_1217,0.07172758686882658
GENE_1844,0.0717100647724041
GENE_2148,0.07120972398581467
GENE_2689,0.07117410947129296
GENE_2571,0.07109967352997357
GENE_2424,0.0709811333301326
GENE_1608,0.07087935674600256
GENE_2353,0.07080387450077885
GENE_859,0.07076298626610815
GENE_239,0.07065858826685008
GENE_2058,0.070602822719571
GENE_1414,0.07052963680410419
GENE_2187,0.07048008953345768
GENE_1893,0.07026810204674787
GENE_413,0.07012733083334007
GENE_1764,0.07006078061280836
GENE_1942,0.06984482815260595
GENE_250,0.06975588336850505
GENE_1647,0.06971039148433977
GENE_2824,0.06964676468188
GENE_1192,0.0695477316695131
GENE_2160,0.06941565815838657
GENE_808,0.06931715136819923
GENE_2572,0.06915364220571554
GENE_298,0.06904015459907138
GENE_950,0.06901400779375241
GENE_498,0.0690057093778222
GENE_2987,0.06895231170674238
GENE_1609,0.06865815367775568
GENE_2644,0.06865794087272173
GENE_2540,0.06855302258033348
GENE_1761,0.06812027098434774
GENE_1257,0.06793769668273915
GENE_1160,0.06788105325912049
GENE_2418,0.06784417741272143
GENE_511,0.06779185373750564
GENE_2081,0.06776757899468303
GENE_927,0.06769593521319682
GENE_15,0.06765675244018929
GENE_1623,0.0675418962178268
GENE_2916,0.06743383601193212
GENE_2451,0.06740080422267894
GENE_2995,0.06732177002839333
GENE_1817,0.06723460351178186
GENE_2407,0.06721699906896356
GENE_619,0.06696921868827999
GENE_1520,0.06692900908424443
GENE_426,0.06687525974705696
GENE_689,0.0667132113117544
GENE_1818,0.06657675177884119
GENE_380,0.06652960026136412
GENE_1677,0.06647550165188304
GENE_668,0.0664175746338037
GENE_80,0.06634952799043156
GENE_2511,0.06622208876944397
GENE_1118,0.06605540437363121
GENE_2102,0.06595937373123031
GENE_497,0.06557091776421231
GENE_2715,0.06536496327669428
GENE_2133,0.0653577924050133
GENE_1572,0.06526562872004184
GENE_192,0.06521039800581585
GENE_541,0.06508230788121291
GENE_1445,0.06485798950750053
GENE_1574,0.06474590431377278
GENE_299,0.06471596646322424
GENE_249,0.06471551203273987
GENE_1473,0.06470010450005031
GENE_1973,0.06469708836614664
GENE_858,0.0646477971042818
GENE_1619,0.06461583055066626
GENE_2419,0.06452614012706906
GENE_1307,0.06449140767681835
GENE_198,0.06434874659438414
GENE_929,0.06426811161759882
GENE_66,0.06408723485366062
GENE_2249,0.06406344237641776
GENE_39,0.06399570357736274
GENE_1300,0.06397493676300929
GENE_1813,0.06366524959032187
GENE_1215,0.0635908319778791
GENE_2415,0.0635371897158454
GENE_956,0.06339646307210592
GENE_1663,0.06336351536417817
GENE_592,0.0633300793910144
GENE_2498,0.06331763793729647
GENE_2528,0.0632518190230534
GENE_2588,0.0632168948356637
GENE_502,0.06302552277569111
GENE_411,0.06284021437219964
GENE_2317,0.06276844392939473
GENE_406,0.06269358848267093
GENE_589,0.06265447236203607
GENE_477,0.06264577681282937
GENE_2079,0.0625849137509894
GENE_1290,0.06253752529647345
GENE_377,0.06246195373754189
GENE_1028,0.06226133943612748
GENE_139,0.062213653146669975
GENE_2856,0.061938396236718846
GENE_1126,0.0619105593708487
GENE_1824,0.0619059188755146
GENE_2543,0.06187480871424544
GENE_2399,0.06184572919152271
GENE_2116,0.06181090088781177
GENE_1036,0.061778906536268746
GENE_1653,0.0614901178285502
GENE_2316,0.06138072031904921
GENE_625,0.06122454846817549
GENE_2115,0.06117560769891546
GENE_1559,0.06104145290645846
GENE_1299,0.060962819438475715
GENE_1019,0.06093986443012516
GENE_307,0.060689847727296874
GENE_2245,0.06053639304785612
GENE_2877,0.06049114218191707
GENE_431,0.06048239686537918
GENE_667,0.06043417671538861
GENE_2811,0.060311180458716064
GENE_374,0.06022508761295281
GENE_2648,0.05999088066409574
GENE_1570,0.05984580716194174
GENE_347,0.059674101706016267
GENE_1803,0.059537803596315844
GENE_1567,0.05943292295237211
GENE_1372,0.059330194498453726
GENE_871,0.059309665146024176
GENE_1016,0.05929734858193386
GENE_1379,0.059259158193826114
GENE_1606,0.05915412343187795
GENE_2097,0.05914650464942079
GENE_1958,0.05908504279331979
GENE_1355,0.05896487175403391
GENE_2180,0.058922117702267574
GENE_818,0.05891188741435682
GENE_675,0.058870976723402996
GENE_1756,0.058824933268028956
GENE_2182,0.0587210331671362
GENE_1512,0.05860656705939192
GENE_2444,0.05858460384798253
